# timestamp wx wy wz ax ay az
1563958781960708608 -0.0006358010577970 0.0000947763983277 0.0017933425260700 0.0002585841575640 0.0000743180207792 0.0005268945824350
1563958781975156480 -0.0006181159405970 -0.0000072373873081 0.0017994649242600 0.0033870434854200 0.0001079156645570 0.0005934465443720
1563958781990854400 -0.0007629411993550 -0.0001454620942240 0.0018600308103500 0.0013607441214800 -0.0006393924704750 0.0004009231342930
1563958782007188736 -0.0008608493953940 -0.0002532858343330 0.0018904361641000 0.0017411562148500 -0.0011749566765500 -0.0003995868610220
1563958782022805760 -0.0008605242474000 -0.0001365702919430 0.0019796544220300 0.0026933914050500 -0.0031194416806100 -0.0008278983295900
1563958782039078912 -0.0010391006944700 -0.0001859532785600 0.0019522253423900 0.0024801385588900 -0.0016976149054200 -0.0000359090918209
1563958782054901504 -0.0011088098399300 -0.0001425697410010 0.0019595692865600 0.0006375827360900 -0.0015865028835800 -0.0019880447071000
1563958782071093760 -0.0011717667803200 0.0000024046171347 0.0018396204104600 0.0019202644471100 -0.0020539844408600 0.0002298914769200
1563958782086829312 -0.0011503575369700 -0.0000624200401944 0.0017785138916200 -0.0001715047110340 0.0006892689270900 0.0000540178007213
1563958782102784000 -0.0012057430576500 -0.0000606101384619 0.0017942788545000 0.0008785986574370 -0.0000673137546983 -0.0005734656006100
1563958782118959360 -0.0011371778091400 -0.0001039859780580 0.0016745646717000 0.0007283566519620 -0.0001087820273820 -0.0014326041564300
1563958782135430656 -0.0011407834244900 -0.0001473513548260 0.0015140061732400 0.0013476887252200 -0.0010820919415000 -0.0005915665533390
1563958782151298048 -0.0012028660858000 -0.0001327168429270 0.0013425493380100 0.0003502928302620 0.0000227233213081 0.0008365534595210
1563958782168586752 -0.0011447776341800 -0.0000569935436943 0.0011429470032500 0.0020953614730400 -0.0021227581892200 0.0002816277556120
1563958782183170304 -0.0011222972534600 -0.0000879086146597 0.0009796051308510 0.0052148448303300 -0.0034301150590200 0.0000986114901025
1563958782198889472 -0.0011529957409900 0.0000569342191739 0.0008509426843370 0.0039510182105000 -0.0026977432426100 0.0007214981596920
1563958782215220224 -0.0011552381329200 0.0002752784348560 0.0006740426761100 0.0038680292200300 -0.0021557766012800 0.0001554438786120
1563958782231120896 -0.0010984956752500 0.0004105685511600 0.0004849133256360 0.0035593949724000 -0.0026468001306100 0.0017615739489000
1563958782248760320 -0.0010135177290100 0.0005648598889820 0.0002037066587950 0.0034856719430500 -0.0016732726944600 0.0018526625353800
1563958782262955520 -0.0009077467839230 0.0006415051757360 0.0001094449471570 0.0000505865173182 0.0001833597489170 0.0009824665030460
1563958782278933248 -0.0007279420387930 0.0007670186460020 -0.0000096411758932 0.0014277665177400 -0.0002889800816770 -0.0010221137199600
1563958782300034816 -0.0008169637294490 0.0007905460079200 -0.0002650591777640 0.0015543907648000 0.0004739697906190 -0.0012782677076800
1563958782312400384 -0.0007524721440860 0.0008813974563960 -0.0004690794739870 0.0002336072648180 0.0015676548937300 0.0001906763645820
1563958782328243968 -0.0005905788857490 0.0008278106688520 -0.0007035795133560 0.0023891392629600 0.0021289235446600 -0.0005990670179020
1563958782343274752 -0.0005830942536700 0.0008089742623270 -0.0010759355500300 0.0017468923470000 0.0011501736007600 -0.0000173443404492
1563958782359614976 -0.0005222337204030 0.0006569448742080 -0.0012491196394000 0.0000539187894901 0.0010984664550100 -0.0002147116319970
1563958782375230464 -0.0003355456574350 0.0005419973167590 -0.0014543419238200 0.0009818280814220 0.0017512231133900 -0.0006856188992970
1563958782392571648 -0.0003881893644580 0.0004911426221950 -0.0017269890522600 0.0003939089656340 0.0020059626549500 -0.0000794177176431
1563958782411120384 -0.0003864538448400 0.0004104628460480 -0.0018414729274800 -0.0013020673068200 0.0033684740774300 0.0005265002837400
1563958782423007488 -0.0002593187091410 0.0003664253163150 -0.0020439652726100 -0.0025630581658300 0.0030554246623100 0.0015802549896800
1563958782439230208 -0.0001174119315690 0.0002207117941000 -0.0022286199964600 -0.0000967637461144 0.0024172780104000 0.0009939972078430
1563958782455161344 -0.0000800022171461 0.0001380268222420 -0.0023614501114900 -0.0025366211775700 0.0028142337687300 -0.0006830876227470
1563958782471122432 0.0000454655018984 0.0000577935606998 -0.0025415695272400 -0.0019418009324000 0.0006045378395360 0.0000833579033497
1563958782486785536 0.0001730567310010 0.0001097722852140 -0.0026840728242000 -0.0006962526240390 -0.0007990684825930 -0.0003513751435090
1563958782502788352 0.0002080717968060 0.0001408109528710 -0.0027248100377600 0.0000697479408700 -0.0000407531078963 0.0002390816516710
1563958782519142912 0.0004052324511580 0.0001064497191690 -0.0028245411813300 -0.0001282636221730 0.0003123712376690 0.0007211736519820
1563958782536228096 0.0006014791433700 0.0000039505016502 -0.0029032877646400 0.0012307174038100 0.0012433273950600 0.0007819774327800
1563958782559024128 0.0006999784382060 -0.0000350911905116 -0.0029173160437500 0.0005070000770500 -0.0004122261889280 -0.0004839698667640
1563958782567286272 0.0007441575289700 -0.0000470031409350 -0.0029645618051300 0.0013908914988900 -0.0009089215891440 0.0006971028633420
